F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,lables
1,60,83,48,50,26,90,64,8,12,20,23,72,82,5,23,83,34,53,52,39,47,54,43,73,100,57
23,18,36,76,65,35,32,89,93,84,79,19,30,90,36,11,100,48,44,69,55,64,48,15,7,70,0
45,57,61,22,9,29,97,13,17,44,58,45,73,74,29,73,52,12,79,77,47,94,59,58,89,93,6
62,58,81,71,9,82,9,10,17,22,20,9,5,52,31,59,5,1,46,96,22,51,87,77,7,51,74
98,50,79,18,16,10,38,71,40,67,42,2,8,55,87,37,36,87,78,24,17,23,91,65,15,25,11
55,78,5,28,57,47,48,64,100,80,64,34,55,41,48,28,82,15,16,62,74,12,96,36,18,8,29
34,2,93,49,5,76,96,34,73,62,18,76,60,70,30,14,42,16,43,35,96,53,58,50,38,52,64
21,20,70,62,77,33,20,55,67,16,93,71,8,47,24,28,19,7,64,92,6,75,5,29,41,4,43
12,50,74,57,45,75,4,59,35,38,85,34,11,57,37,32,39,96,47,98,5,43,39,55,28,90,52
15,74,1,65,54,13,33,59,16,24,90,89,95,60,80,66,93,33,0,0,79,53,43,82,39,4,97
21,73,17,35,22,97,2,69,29,83,75,35,69,79,25,57,67,5,20,10,57,52,8,81,7,95,33
75,64,29,5,67,51,68,16,89,9,63,68,94,93,54,65,95,55,5,36,0,18,84,38,69,62,96
91,45,28,36,33,11,28,5,85,90,12,15,27,9,1,70,0,60,100,94,10,2,39,27,85,15,67
12,75,89,15,13,21,76,5,92,70,3,43,24,19,93,56,47,49,97,8,18,15,51,100,60,45,40
77,99,70,11,96,48,34,17,68,16,28,63,84,15,67,36,23,46,6,76,63,81,79,68,24,46,74
5,81,76,0,68,28,38,49,17,29,28,82,70,74,97,20,54,32,58,49,70,96,87,6,74,38,67
5,7,96,44,48,1,76,8,11,97,53,58,0,89,76,34,57,96,67,72,24,86,24,89,23,80,88
25,61,2,34,93,40,88,51,69,39,5,61,54,61,20,31,64,61,34,11,6,73,27,22,66,65,57
57,64,0,88,80,1,93,16,96,17,62,19,82,17,49,25,31,94,21,71,0,43,39,1,8,80,15
57,86,53,18,23,10,5,18,60,60,96,49,98,82,98,29,32,35,98,51,62,23,50,50,44,29,90
28,21,39,16,58,51,47,35,24,69,70,81,26,1,94,91,48,76,2,77,45,71,1,2,64,69,94
42,58,65,68,72,48,86,97,62,18,82,79,34,36,10,86,50,44,69,81,94,34,58,65,84,97,67
96,6,56,76,88,36,58,15,84,5,94,0,83,99,31,39,94,41,7,11,33,32,98,69,23,34,52
9,62,91,90,71,96,15,69,12,93,94,5,25,86,15,33,95,46,55,77,19,47,2,53,96,58,11
32,83,58,53,78,81,48,94,2,29,67,53,78,68,1,60,51,64,54,78,37,39,98,37,54,19,93
91,58,81,55,40,92,54,66,22,51,47,18,69,97,32,31,0,34,50,11,79,85,8,93,62,31,65
53,12,36,55,48,22,14,49,13,68,6,29,68,94,98,11,33,100,68,89,27,23,31,31,13,54,58
24,50,14,64,47,51,36,52,88,97,61,98,40,21,8,13,56,29,77,29,31,10,69,30,30,64,83
17,3,88,30,51,83,35,44,37,19,33,4,39,49,34,35,41,70,5,59,42,58,32,69,55,38,48
71,28,80,18,74,39,63,8,62,72,26,34,39,7,3,5,94,45,54,73,82,66,21,2,66,5,72
23,93,9,46,12,80,31,82,75,64,64,86,53,88,68,62,81,100,59,64,68,75,3,90,79,18,53
27,10,71,69,29,60,61,34,77,39,72,81,26,58,6,37,91,47,63,18,73,33,45,98,80,26,77
4,99,47,66,41,11,31,57,77,76,97,42,76,80,3,91,81,36,79,26,96,67,5,87,16,96,1
37,12,44,92,17,27,85,1,48,26,10,20,66,11,93,96,51,73,21,37,90,20,48,28,1,19,94
51,65,26,59,25,88,12,7,15,79,48,44,81,80,68,98,84,67,88,96,68,84,48,69,35,33,100
32,55,24,36,35,19,13,11,77,67,35,56,37,94,56,41,55,68,80,74,58,74,67,41,12,29,99
1,77,72,20,100,26,36,67,74,37,6,92,12,43,97,14,85,79,84,51,9,1,92,61,89,59,23
2,59,18,93,96,48,16,28,36,17,77,86,23,80,73,37,32,13,29,89,29,36,59,37,86,95,38
19,6,38,4,66,76,94,27,6,70,19,34,4,9,38,38,26,67,54,47,83,16,7,59,45,74,14
78,11,28,15,23,89,70,4,26,13,89,60,85,2,14,10,43,91,75,32,89,95,88,64,76,4,54
89,27,91,69,99,63,58,46,90,39,32,95,31,39,29,74,57,21,3,8,85,62,53,100,2,38,85
62,95,43,77,69,93,34,68,0,14,31,85,28,77,59,13,29,1,41,37,76,53,78,15,48,27,34
56,32,56,90,79,18,36,54,52,32,75,86,75,50,23,72,83,39,16,51,46,20,14,55,32,4,67
27,44,44,51,73,86,73,26,1,38,14,17,5,81,94,15,95,27,0,9,85,0,53,9,5,41,94
70,94,96,82,50,65,94,90,96,3,83,49,8,15,27,29,27,65,53,94,38,14,7,10,6,33,59
61,56,33,36,51,90,64,46,51,2,26,53,22,86,98,72,63,69,0,44,61,62,22,34,74,37,99
86,68,90,40,79,38,39,45,57,80,76,46,81,35,12,78,7,94,89,41,28,81,13,55,45,54,77
29,46,5,60,43,33,60,97,77,91,64,10,17,38,74,5,98,49,33,98,93,20,12,30,23,73,12
54,95,4,67,50,19,5,51,44,60,55,53,94,28,68,98,51,36,66,9,24,54,68,55,87,100,3
5,6,75,87,78,22,54,95,69,35,91,62,3,4,38,87,64,83,74,68,30,85,2,64,14,74,54
68,56,73,23,88,61,32,36,63,45,34,80,18,32,74,64,51,37,87,46,12,33,35,78,31,53,64
29,86,91,14,53,88,20,53,31,5,57,85,36,57,100,42,95,53,55,12,81,15,58,95,63,23,96
52,18,5,33,41,69,85,57,16,82,29,11,89,82,97,25,54,76,83,88,25,3,39,46,24,0,98
55,88,93,79,60,12,38,91,78,82,86,53,36,9,57,32,14,98,67,47,64,25,70,76,65,66,85
100,39,4,60,8,79,17,12,67,62,48,7,66,63,19,34,34,22,87,94,4,78,42,61,43,53,20
49,54,28,85,61,47,96,33,18,9,94,98,50,66,27,100,47,41,61,52,89,91,69,21,20,34,8
65,63,90,68,84,26,20,86,88,50,7,30,36,3,54,64,53,30,42,5,60,37,93,71,48,42,53
71,71,46,92,52,84,2,61,65,96,84,84,47,21,85,89,16,99,63,70,2,73,29,38,87,32,55
85,89,62,45,88,88,80,32,12,62,12,29,68,72,55,93,67,83,82,19,58,87,41,34,17,79,17
44,4,85,76,57,36,91,31,45,18,17,26,48,39,68,2,6,28,77,7,97,13,64,94,63,0,85
93,49,36,51,92,22,88,30,28,53,73,61,64,73,57,45,100,20,5,19,3,44,22,46,49,67,86
17,20,12,16,45,50,21,73,51,86,19,35,19,6,25,47,40,96,30,24,70,19,82,64,77,87,16
91,67,26,28,25,23,73,11,43,23,66,13,95,97,12,21,70,13,42,50,79,91,13,28,53,59,59
38,0,59,55,76,49,66,41,57,7,1,59,26,36,75,26,54,71,62,57,79,43,14,15,63,49,41
83,43,63,95,76,57,30,69,70,63,14,80,75,96,82,15,45,87,23,32,0,65,81,67,53,56,2
8,9,84,74,81,23,66,8,28,81,69,50,31,71,58,48,94,39,25,80,78,42,83,62,97,42,84
52,44,27,34,94,46,40,34,19,56,66,62,81,91,54,9,4,71,23,55,36,80,38,41,81,2,100
51,14,91,19,79,8,54,74,85,83,55,22,23,10,7,54,62,44,46,97,51,44,99,81,36,53,68
85,34,12,16,18,70,47,76,59,1,0,47,57,25,7,22,29,31,62,49,67,81,57,11,79,42,73
41,20,25,24,19,37,14,6,45,8,8,36,61,14,67,14,37,10,4,87,70,61,37,54,87,94,68
12,34,78,24,62,0,25,89,27,53,53,15,99,33,47,4,9,48,27,24,23,24,44,14,1,41,17
47,79,16,48,75,28,38,44,90,34,39,92,26,80,22,27,37,63,90,98,99,85,26,23,17,74,5
96,85,7,94,13,44,93,97,42,62,0,14,79,25,32,95,58,89,4,32,49,20,28,56,95,35,22
41,24,52,78,55,96,68,77,11,28,49,6,75,26,46,59,92,28,35,22,35,95,54,4,26,73,17
83,76,57,13,42,70,18,9,53,3,8,12,42,55,97,12,22,63,31,31,79,2,69,42,49,16,30
57,95,48,62,38,6,80,91,22,21,60,26,90,27,88,10,31,68,89,67,53,76,17,31,98,44,48
16,1,57,86,43,70,83,49,9,6,59,97,83,25,33,43,84,35,65,73,37,75,50,68,87,62,68
72,70,6,37,83,12,91,16,49,28,11,39,58,27,8,45,2,2,85,73,39,22,5,15,28,43,36
94,50,67,33,0,68,37,21,36,30,33,97,49,6,31,74,54,52,80,97,34,56,1,18,34,47,97
1,100,8,67,1,24,14,89,72,79,2,98,69,89,94,40,16,19,33,31,29,32,57,67,71,93,26
29,22,57,74,92,74,64,8,23,63,39,44,9,70,54,26,83,15,44,56,4,42,56,65,31,14,31
25,88,3,80,17,43,95,76,1,79,38,23,60,60,13,100,11,42,37,24,60,13,15,6,95,7,26
68,27,30,23,14,24,62,24,59,55,17,69,39,55,79,48,97,98,76,81,78,77,21,5,66,79,63
58,92,90,81,94,43,11,8,20,95,72,31,50,36,80,99,78,24,84,76,83,13,10,21,25,59,3
54,7,65,24,1,89,19,77,29,7,32,26,47,34,71,44,65,58,17,39,5,91,21,48,19,11,32
15,28,46,19,34,85,65,73,85,77,44,35,96,23,75,12,3,77,26,82,58,5,19,12,50,92,56
8,95,46,5,48,0,100,99,67,22,23,34,12,53,90,1,6,20,35,4,1,49,100,58,76,8,15
98,83,74,23,35,76,39,49,61,62,7,21,0,5,29,34,84,35,65,50,36,26,76,78,89,68,63
54,8,97,40,76,54,47,69,60,92,94,55,34,69,38,74,67,3,16,41,18,43,51,93,83,71,25
74,42,73,19,31,39,15,1,29,25,31,18,29,63,33,3,78,63,82,14,52,70,93,99,48,34,39
13,88,34,82,52,91,89,98,8,90,96,83,97,60,28,99,3,1,0,63,16,69,75,71,81,73,24
60,13,62,16,45,19,57,16,25,5,0,22,82,41,45,62,1,73,68,75,25,96,11,61,92,65,68
86,90,67,85,86,83,38,17,58,55,77,12,87,80,4,81,36,48,68,62,67,44,44,60,39,35,31
33,12,99,54,71,83,61,67,88,2,92,14,35,33,37,63,42,77,47,45,59,5,94,82,85,97,90
71,35,87,63,90,6,1,14,40,18,51,53,30,6,39,56,94,9,12,73,88,4,7,20,63,63,7
35,43,30,80,59,97,72,79,0,75,50,83,61,59,69,87,84,55,84,53,58,74,79,97,100,59,89
34,8,66,29,34,3,7,88,5,7,48,33,28,86,98,12,63,77,50,43,84,87,88,72,52,59,0
14,0,75,94,46,97,26,63,47,85,55,58,3,52,26,18,11,4,24,3,41,70,59,77,70,65,85
85,22,18,68,98,41,4,73,71,23,66,89,70,11,48,87,50,89,21,6,39,83,66,78,55,93,84
10,26,89,6,36,88,13,22,44,23,100,42,62,57,22,61,7,100,40,5,52,53,57,33,40,19,55
1,97,34,91,19,60,86,28,22,17,30,89,82,8,68,79,32,70,53,5,34,91,22,34,5,50,61
37,42,5,7,97,4,51,75,45,92,38,51,56,34,33,36,40,36,80,6,85,92,88,68,65,86,95
98,92,20,36,29,25,32,16,4,94,86,49,86,74,91,74,62,10,18,50,26,77,26,85,20,41,94
79,84,8,44,38,94,84,69,85,40,76,24,69,71,65,73,0,40,69,98,48,73,36,12,7,55,33
82,70,87,67,76,15,28,11,53,70,33,36,32,76,42,12,51,47,92,2,42,98,16,48,34,24,86
0,51,44,41,77,63,54,31,8,53,59,67,6,46,13,17,99,15,29,75,54,67,77,59,11,60,50
61,41,51,50,84,27,93,58,50,30,43,55,9,63,88,94,47,90,1,81,16,97,58,33,98,63,72
69,98,36,31,76,66,2,86,63,73,42,55,92,63,91,50,50,12,100,64,51,41,16,17,82,46,16
60,35,25,39,20,80,51,36,93,92,80,66,69,17,27,41,52,30,43,56,50,34,66,17,19,44,38
92,36,10,9,31,34,52,25,64,51,31,94,62,47,61,46,86,71,75,36,1,50,90,47,76,37,46
9,24,15,27,17,99,64,17,45,78,96,100,53,16,26,73,1,87,81,15,66,32,91,54,52,45,96
34,13,57,59,34,87,60,50,42,14,48,31,44,17,86,32,0,30,46,87,79,4,17,51,22,16,0
35,29,56,28,87,23,83,64,99,92,22,98,48,95,49,42,97,22,56,39,38,37,62,67,98,84,32
80,70,53,45,13,91,76,89,35,92,75,35,75,84,81,43,10,73,62,84,25,87,11,56,39,94,87
44,7,73,21,37,18,52,79,38,2,88,90,62,9,17,10,100,37,82,10,89,72,40,23,12,50,16
31,86,81,33,19,37,62,69,85,23,88,29,88,62,43,7,20,82,86,49,82,35,12,63,1,61,90
56,86,54,35,9,40,80,34,24,44,95,95,46,100,4,71,27,25,46,89,2,75,4,5,51,5,97
37,2,20,97,92,52,37,26,100,94,32,50,34,92,63,92,85,32,93,68,3,68,18,73,25,53,80
19,30,49,73,20,64,82,8,4,6,7,95,8,45,53,56,41,5,4,2,21,33,15,49,71,66,60
78,68,55,86,35,60,62,23,96,76,2,75,10,33,30,22,75,74,71,56,61,42,1,16,29,28,67
18,92,89,62,67,94,46,83,21,88,36,57,7,91,64,49,93,31,24,5,55,43,89,22,93,76,52
33,23,69,78,31,17,15,98,98,5,54,23,4,54,78,7,76,93,54,90,60,56,94,2,13,42,0
9,49,26,99,86,45,4,49,44,0,25,34,73,18,56,83,64,60,92,70,95,19,26,5,34,16,85
73,90,6,99,41,99,85,16,60,68,18,43,27,76,19,16,68,64,7,33,80,92,79,31,68,97,77
2,79,49,78,47,85,91,85,44,54,77,54,34,74,65,62,100,54,46,91,54,20,29,76,47,37,77
88,94,2,82,28,55,80,84,78,56,41,59,83,66,43,71,87,62,19,15,21,51,49,29,0,4,94
76,11,50,30,39,36,63,92,99,69,57,69,82,3,23,14,85,23,22,14,9,83,74,61,20,2,14
25,53,41,44,74,85,14,84,82,4,51,43,25,69,77,75,97,51,17,33,62,100,23,40,42,87,10
10,70,42,12,59,71,50,4,82,49,45,36,57,98,37,51,81,68,57,79,89,28,58,0,50,17,77
53,57,33,30,68,21,10,42,82,20,79,11,51,73,41,19,47,73,39,96,97,76,97,55,49,6,2
2,64,2,62,25,31,56,50,31,93,67,93,62,58,81,71,66,18,37,26,51,32,67,5,60,93,12
43,26,29,96,25,23,41,95,21,90,4,36,87,76,30,27,41,1,73,70,54,3,30,61,29,73,71
24,72,58,35,35,75,6,11,57,73,93,53,20,69,99,25,97,95,37,64,29,43,9,67,49,14,9
92,25,44,99,76,35,40,8,11,96,76,44,53,58,34,72,99,30,95,93,55,98,53,94,51,4,7
24,61,97,52,90,24,2,16,40,82,24,4,54,14,8,21,85,79,27,100,27,18,10,33,34,28,61
87,21,23,19,4,97,6,49,10,52,10,26,15,13,22,13,57,50,29,57,70,68,95,57,73,10,33
21,31,66,14,17,70,50,14,32,35,75,59,61,8,69,28,11,33,19,35,61,59,10,68,66,49,54
60,32,80,27,20,20,30,72,91,66,95,0,81,56,41,75,79,64,23,51,7,2,26,38,17,81,44
13,32,94,37,47,74,40,94,57,29,88,75,38,40,71,87,65,97,57,34,74,9,43,96,66,58,41
19,12,100,43,59,93,26,95,11,64,95,68,14,19,7,15,67,56,14,63,12,56,93,75,38,75,58
36,85,71,27,63,69,87,68,91,25,75,79,49,100,68,66,67,18,53,57,2,11,78,57,73,6,83
40,57,25,57,53,74,51,3,69,93,70,63,46,49,80,7,68,3,13,50,50,34,82,21,62,65,67
27,89,39,80,28,23,14,95,56,62,32,87,23,100,83,4,34,1,36,33,5,14,7,88,24,78,82
1,17,95,36,2,17,42,5,18,74,88,92,20,24,34,71,60,63,85,2,19,59,63,23,4,52,39
33,61,96,38,8,3,89,66,56,15,41,71,87,48,54,37,73,1,36,69,41,22,11,16,58,33,44
91,69,2,63,28,77,47,42,61,11,59,8,52,85,44,20,2,47,75,27,98,77,92,0,59,73,42
34,31,23,51,67,99,34,97,51,17,16,68,20,66,7,14,58,38,63,63,75,34,57,15,55,75,28
47,98,7,46,19,18,38,25,57,85,75,64,30,54,42,79,97,18,31,100,34,100,47,52,58,20,90
10,36,88,98,69,65,7,61,81,63,49,11,13,89,48,45,72,23,28,71,64,12,33,23,50,51,89
34,34,44,50,8,99,30,19,54,41,6,20,27,34,29,39,2,80,55,44,79,41,52,39,99,9,64
51,4,26,48,40,8,73,22,19,79,59,0,60,11,75,86,45,38,48,20,35,56,68,89,28,45,51
27,1,98,17,51,22,50,5,45,66,59,0,58,55,26,17,48,69,76,44,57,32,73,95,1,1,66
86,89,79,53,79,69,29,47,46,68,15,54,58,52,49,37,36,14,5,16,74,66,42,22,78,88,76
34,12,15,22,19,32,32,11,91,48,77,27,59,80,87,0,86,43,79,94,73,5,37,34,29,41,80
3,14,40,17,48,56,54,4,17,83,24,91,12,39,7,56,20,74,54,28,35,8,84,14,100,89,33
78,9,73,48,9,85,84,93,63,76,22,73,90,60,72,24,33,89,60,31,24,44,65,27,81,21,43
21,98,52,71,85,96,100,1,90,52,12,10,51,91,75,8,16,8,45,60,48,87,59,41,8,91,27
68,71,17,89,42,69,10,42,89,82,6,78,10,56,18,69,41,32,1,62,33,96,18,18,47,81,9
64,15,90,26,45,32,69,31,78,93,22,49,10,69,3,47,48,60,67,29,3,49,43,74,70,78,57
40,55,64,56,1,40,86,64,44,67,46,57,89,63,35,64,31,4,3,50,3,88,1,67,72,32,67
59,73,77,92,99,48,59,8,18,36,15,67,70,18,93,25,14,26,55,63,59,46,90,47,15,33,84
73,70,6,94,61,88,94,72,44,36,100,99,78,45,92,63,5,20,10,6,76,37,5,9,76,33,99
29,12,36,40,84,17,19,21,40,19,1,14,84,61,80,68,100,98,51,2,43,63,6,83,97,71,75
31,58,58,57,36,12,57,76,64,28,99,9,5,5,36,87,58,95,13,17,65,38,42,59,29,41,20
15,10,100,44,45,94,29,54,65,11,3,34,73,40,51,57,69,97,36,53,59,49,67,99,26,39,79
92,10,47,17,83,39,28,14,28,32,100,13,53,69,48,28,100,31,73,41,88,34,5,64,48,59,95
55,54,77,34,90,31,38,31,6,53,72,88,54,27,79,8,0,38,30,97,86,29,27,40,28,10,5
0,27,22,39,26,19,22,97,11,82,0,21,42,21,31,90,93,0,29,39,32,84,52,6,48,26,82
6,89,65,48,41,81,28,80,76,63,38,61,46,69,8,81,42,78,44,10,3,31,33,27,34,18,19
19,31,79,31,17,16,56,82,41,6,52,40,27,41,10,51,92,30,13,2,98,12,43,76,50,33,56
74,89,77,68,93,97,75,19,66,99,72,5,77,42,45,74,88,57,60,64,81,29,49,50,37,73,1
25,56,65,83,87,78,24,76,14,31,0,49,36,95,86,91,46,4,36,43,33,69,3,24,32,39,5
2,94,30,5,56,47,4,59,99,96,70,89,44,69,61,55,59,8,14,42,27,95,42,13,93,46,18
48,98,87,83,26,7,14,75,33,35,15,92,98,58,38,27,43,21,79,37,85,94,22,39,27,13,40
28,34,88,31,59,91,80,55,17,16,29,81,48,0,52,11,82,40,90,26,90,61,93,11,27,91,43
95,99,8,91,74,86,99,5,29,63,51,36,34,94,4,2,70,0,84,89,10,55,100,46,33,0,97
56,34,80,45,90,8,61,47,87,3,14,27,6,42,16,92,20,92,6,43,7,95,77,100,17,76,29
18,76,9,70,92,82,72,25,49,95,77,15,40,46,52,13,25,49,74,45,13,30,54,39,45,94,15
56,97,45,19,23,10,46,26,85,97,26,0,19,29,53,19,36,2,84,43,42,57,82,84,32,60,58
22,65,82,90,87,51,79,96,22,47,16,40,99,21,57,42,89,70,21,33,87,25,95,65,32,60,5
38,35,19,67,35,33,14,29,18,97,24,73,27,23,77,54,28,32,83,37,47,51,36,42,57,85,68
86,19,0,47,50,33,34,89,74,94,62,84,5,42,86,66,33,2,11,37,40,71,76,64,81,44,94
28,45,74,29,11,98,48,43,6,78,82,67,11,80,9,1,33,70,18,46,54,18,91,15,16,9,21
68,12,15,23,21,45,77,51,31,48,82,56,8,57,70,70,3,66,46,7,40,32,89,36,99,75,49
90,7,88,52,56,90,64,80,97,81,96,0,33,25,25,98,70,30,30,88,27,87,56,93,87,72,69
50,54,41,52,82,84,22,88,3,49,27,77,87,23,91,26,78,43,57,86,30,61,55,0,22,61,75
56,8,85,83,94,6,13,80,9,78,62,40,43,24,30,52,88,20,42,82,92,15,1,77,81,77,14
73,24,29,32,37,57,61,52,87,2,58,98,93,79,46,16,45,49,43,34,20,8,45,25,75,20,95
37,35,99,22,38,58,22,96,12,52,53,47,65,15,86,20,17,99,62,5,64,35,90,96,29,39,21
75,77,40,85,75,16,58,8,28,44,62,43,83,9,9,35,89,66,72,27,21,94,49,64,72,27,100
35,28,32,93,54,82,69,31,11,41,71,83,82,73,44,92,42,84,89,32,77,17,22,9,0,68,74
28,82,30,14,6,40,80,14,67,10,15,12,32,31,53,57,11,81,74,1,16,69,75,10,4,9,97
7,91,84,61,42,86,42,5,25,64,34,95,68,61,25,31,59,78,1,76,5,58,100,35,51,76,7
92,71,59,24,92,96,54,99,19,5,39,46,35,49,19,14,76,10,62,70,4,75,51,100,65,60,85
32,94,16,91,17,100,57,43,76,80,4,69,8,70,6,38,27,33,4,47,51,19,21,43,87,39,58
38,3,73,73,82,46,13,98,78,80,68,62,96,37,63,50,11,87,61,44,97,61,0,3,39,57,99
33,17,45,34,52,47,84,11,5,24,7,2,53,57,45,39,67,55,52,5,93,2,56,5,32,78,8
78,74,23,71,89,99,36,39,9,57,20,78,70,35,27,49,81,70,82,32,95,80,18,63,28,57,99
63,37,16,48,48,19,96,89,43,97,53,85,29,69,72,15,78,44,94,32,49,56,19,43,51,65,31
28,53,53,95,63,18,7,66,52,83,48,12,58,20,85,14,24,89,52,99,51,86,90,62,22,13,19
99,44,88,62,73,57,39,85,73,48,37,31,79,32,86,84,71,52,28,95,44,36,51,80,22,25,85
18,42,47,13,64,95,4,77,49,13,87,88,26,43,26,7,85,83,24,86,5,81,83,50,47,62,86
21,74,65,74,55,68,42,5,77,34,9,28,29,61,67,45,92,14,59,53,79,63,12,17,34,97,24
48,37,21,74,96,82,84,19,64,42,25,35,43,39,58,91,46,6,88,17,75,30,50,1,15,76,75
48,77,92,97,95,74,10,49,64,55,10,11,30,43,88,11,75,79,30,60,40,63,25,17,78,42,52
53,48,39,82,66,36,43,21,0,76,71,7,34,48,5,27,77,40,17,79,35,17,18,86,64,36,22
54,40,69,84,69,19,95,20,62,89,87,22,31,47,84,90,61,35,100,70,92,65,35,36,19,47,1
63,80,44,90,81,18,88,61,74,28,66,33,32,50,56,97,68,20,23,47,75,79,37,11,93,2,73
28,59,19,42,95,92,27,46,5,94,91,18,97,11,59,6,86,91,70,11,63,1,3,4,95,26,92
75,47,50,62,87,15,5,30,0,29,57,27,77,51,15,40,7,80,41,46,56,7,40,90,13,78,60
96,21,95,89,42,54,54,20,5,94,56,57,85,81,91,92,80,54,59,100,32,62,27,100,8,7,11
4,67,98,83,40,94,36,49,48,63,98,36,49,67,41,45,85,97,96,68,8,51,35,5,20,85,46
42,98,35,44,71,57,10,97,49,33,20,27,53,57,91,9,5,81,14,19,1,8,25,10,16,62,51
21,5,34,32,100,96,14,99,2,39,94,21,32,91,98,81,88,87,23,14,30,75,48,0,65,44,9
90,66,97,3,61,47,8,12,0,57,53,25,55,24,6,79,53,27,46,78,31,14,73,48,71,100,7
75,14,71,66,48,29,71,50,66,29,76,3,12,94,18,69,42,28,70,97,94,63,100,100,49,82,100
58,21,30,79,86,84,50,3,71,88,16,92,9,87,89,55,67,13,20,22,75,83,72,42,70,10,24
98,100,20,0,34,14,72,26,55,86,50,52,85,77,100,47,7,13,7,5,23,88,17,57,79,87,38
61,13,49,88,22,88,80,57,34,56,69,33,91,67,32,15,87,56,99,87,35,97,69,96,91,69,51
47,85,58,70,25,57,11,51,93,63,53,8,46,6,84,64,88,32,26,91,46,87,44,62,61,94,91
64,17,79,74,41,87,41,95,93,53,26,36,72,76,29,58,1,74,2,84,47,15,51,82,48,55,55
77,4,84,16,53,95,40,82,89,92,0,41,22,20,87,38,53,18,13,63,19,94,80,57,45,64,42
36,87,93,99,20,75,71,23,10,34,70,30,56,52,47,92,92,89,47,4,68,78,32,34,29,92,28
81,91,73,34,35,53,18,0,31,44,6,74,49,59,9,59,31,89,85,61,92,62,68,29,64,79,4
34,41,71,80,83,81,68,39,6,9,42,93,15,29,75,55,84,72,29,34,62,77,95,66,44,31,97
27,83,10,89,72,25,33,93,92,90,71,41,13,10,79,100,40,8,64,68,100,32,38,76,28,28,25
45,24,47,88,72,10,70,62,68,92,28,64,65,94,73,83,73,83,61,70,78,32,74,11,23,68,14
91,50,75,86,62,69,37,78,51,88,95,32,89,86,44,14,89,52,32,2,38,37,54,21,17,22,68
57,44,25,25,24,21,19,63,96,14,33,24,43,93,1,92,10,0,77,77,73,74,35,34,1,40,57
23,94,28,95,87,63,31,61,76,3,55,86,56,70,31,51,95,93,25,58,21,41,47,51,43,1,1
62,65,81,78,33,56,98,27,88,16,64,20,97,88,67,18,88,94,99,4,21,23,10,29,59,40,3
27,9,75,67,73,47,82,63,47,85,60,64,35,51,28,95,85,34,87,70,50,81,83,23,82,94,98
89,63,51,23,92,65,30,54,48,15,43,15,88,72,4,9,49,92,74,46,54,7,82,100,53,84,46
98,51,99,21,28,34,61,89,2,25,92,86,92,16,6,11,23,34,9,62,26,36,4,21,41,16,69
14,62,61,90,37,51,61,58,11,8,94,30,94,77,30,5,99,14,88,27,9,77,79,88,39,30,80
21,7,63,27,75,54,79,10,28,15,34,25,9,44,47,31,49,85,63,69,12,77,74,80,94,46,81
67,50,21,74,32,29,32,12,62,27,83,29,31,12,30,26,43,21,8,99,85,54,26,73,34,30,3
55,10,87,95,47,53,44,32,92,33,36,52,52,95,64,9,46,9,23,63,33,23,8,61,86,77,50
68,5,69,83,8,97,36,100,12,35,33,29,17,74,87,74,29,87,64,0,47,63,65,92,23,9,30
74,99,52,49,49,20,26,85,12,68,20,57,78,97,98,33,69,60,31,89,82,84,39,14,80,11,72
87,33,62,75,23,3,53,49,36,72,81,2,49,46,82,11,37,12,60,79,31,34,21,47,8,64,31
50,99,57,31,94,44,69,54,36,14,32,100,61,19,84,12,1,5,59,55,20,12,6,18,29,78,29
36,57,69,79,7,15,30,79,65,100,15,53,85,8,25,89,71,89,12,90,71,77,26,28,75,27,73
47,59,93,75,59,9,3,6,72,21,90,25,68,15,95,76,66,36,99,10,5,60,96,14,90,13,83
12,28,65,96,22,38,82,18,68,3,1,76,54,31,10,31,65,95,65,57,39,84,66,69,16,8,37
21,75,65,3,46,23,51,41,69,90,51,67,42,54,67,41,56,28,23,82,68,83,98,35,66,45,8
2,83,30,52,72,3,82,52,0,59,47,38,70,85,27,31,17,40,77,26,13,56,67,74,61,82,70
96,62,97,9,66,28,25,29,51,46,23,41,8,63,78,69,79,86,21,27,70,81,54,47,30,44,30
16,18,87,59,88,97,98,66,87,21,98,26,65,11,73,48,21,87,61,17,41,57,38,94,72,66,40
48,89,96,49,89,32,14,26,33,6,70,38,73,11,83,63,23,9,18,53,86,61,95,8,79,64,82
67,37,74,2,15,12,74,63,83,79,5,41,1,38,93,68,16,46,1,79,6,30,58,37,89,35,18
64,9,55,13,91,62,81,42,24,73,66,48,57,43,11,97,89,90,24,28,37,34,31,68,38,90,66
35,91,89,73,23,98,50,46,55,1,33,52,0,42,4,24,99,62,52,98,43,96,78,70,28,36,2
61,32,57,41,2,47,62,20,29,58,56,32,5,95,75,49,85,24,89,91,68,57,11,71,83,86,5
42,57,61,76,80,33,24,57,53,92,15,10,24,82,70,100,38,81,36,30,60,95,69,86,27,48,64
74,23,0,95,76,14,24,81,19,49,1,87,86,23,59,43,42,29,98,89,84,7,51,19,45,51,9
71,29,100,92,23,89,83,45,64,32,68,43,47,12,80,79,33,10,77,62,44,79,6,52,58,47,95
